perfume_id,brand,name,old_price,new_price,price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,,,,,THB
260,Paris Hilton,Fairy Dust,94,94,3115.16,100,EDP,Women,Floral,"Vanilla, Musk, Pacsuli","Peach,gardenia,lotus",3.7,fajr-perfume,3.8,23,,,,,
261,PRIVE,Windsor,39,29.95,992.543,100,EDP,Women,Fruity,"Vanilla, Blackberry, Amber","Jasmine, Magnalio, Orange Bloosm",3,VIP.PARFUME,4.1,5,,,,,
262,NARCISO RODRIGUEZ,Narciso,591,284.95,9443.243,90,EDP,Women,Floral,"Vetiver, Cedar Extract, Cedar","Musk, Gardenia, White Rose",5,noon,4.2,98.1K,,,,,
263,Jimmy Choo,jimmy,329,185,6130.9,100,EDT,Men,Fruity,"Amber, Patchouli, Suede","Geranium, Pineapple Leaf, Pink Pepper",4.4,Star.perfume,3.9,537,,,,,
264,MONTBLANC,Explorer,12,9.5,314.83,2,EDP,Men,Woody,"Vetiver, Leather, Cedar","Patchouli, Mahonial, Ambrofix",4.8,Princess of beauty,3.8,467,,,,,
265,Calvin Klein,Euphoria,268,127.25,4217.065,100,EDP,Men,Woody,"Black Violet, Amber, Mahogany, Cream Accords","Black Orchid, Champaca Flower",4.8,King-Perfume,3.6,450,,,,,
266,Ferrari,Man In Red,235,119.9,3973.486,100,EDT,Men,Fruity,"Cedar, Tonka Bean, Labdanum","Lavender, Yellow Plum, Orange Blossom",5,top langri,4.4,347,,,,,
267,Yves Saint Laurent,Cinema,348,192.5,6379.45,90,EDP,Women,Floral,"Vanilla, Amber, Benzoin, White Musk","Jasmine, Peony, Amaryllis",2,Parfume-Stor,3.9,135,,,,,
268,Ferrari,Scuderia Red,218,96.65,3202.981,125,EDT,Men,Fruity,"Cedar, Sandalwood, Moss, Vanilla","Jasmine, Geranium, Orris, Nutmeg",5,AMLAQ,3.9,135,,,,,
269,Jacomo,Silences,158,143.95,4770.503,100,EDP,Women,Floral,"Woody,Musk","Danmask Rose,iris,narcissus",5,AMLAQ,3.9,135,,,,,
270,jil sander,Jil Sander,310,175,5799.5,125,EDT,Men,Spicy,"Oakmoss, Cedar, Nutmeg, Woody","Carnation, Geranium, Cinnamon, Patchouli",5,hadayiq baris,3.8,122,,,,,
271,AMOUAGE,Interlude,854,716.8,23754.752,100,EDP,Men,Fresh,"Leather, Agarwood Smoke, Patchouli, Sandalwood","Amber, Frankincense, Opoponax, Cistus, Myrrh",4,Perfume Ms,4.2,20,,,,,
272,GUESS,Marciano,108.95,108.95,3610.603,100,EDP,Women,Floral,"Vanilla, Musk, Woody","Floral Rhythm Of Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",5,Luxury,4.1,7,,,,,
273,joop,Homme,170,57,1888.98,125,EDT,Men,Citrus,"Patchouli, Sandalwood, Tonka Bean, Vanilla","Cardamom, cinnamon, heliotrope, jasmine, lily of the valley",4.2,Cute Shop,3.7,98,,,,,
274,Alina Corel,Nice Girl,72,28.45,942.833,90,EDP,Women,Fruity,"Amber, Vanilla, Musk","Jasmine, Tuberose",4,noon,4.2,98.1K,,,,,
275,HUGO BOSS,Hugo Boss,214,95,3148.3,125,EDT,Men,Fresh,"Patchouli, Fir, Cedar","Carnation, Sage, Geranium, Jasmine",4.5,Cute Shop,4.2,425,,,,,
276,MINI COLLECTION,Mini Collection No.1075,10,10,331.4,25,EDP,Unisex,Musk,wood,Vanilla,5,Nuna,3.9,266,,,,,
277,Ajmal,Rain Drops,234,49.9,1653.686,50,EDP,Women,Floral,"Amber, Woody",Animalistic Floral,5,Dary.Dar,3.9,178,,,,,
278,HUGO BOSS,Hugo,395,115,3811.1,125,EDT,Men,Aromatic,"Cedar, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.5,135,,,,,
279,Calvin Klein,One Shock,177,102,3380.28,200,EDT,Men,Spicy,"Amber, Patchouli, Woody, Musk","Cardamom, Pepper, Basil, Osmanthus",4.7,AMLAQ,3.9,135,,,,,
280,CHANEL,Allure Sensuelle,681,480.6,15927.084,100,EDP,Women,Arabian,"Amber, Patchouli, Vanilla, Musk","Jasmine, Rose, Iris, Candied Fruits, Vetiver",5,hadayiq baris,3.8,122,,,,,
281,GIORGIO ARMANI,Eau De Cedre,1204,470,15575.8,100,EDT,Men,Woody,"Suede, Cedar, Black Tea, Woody","Violet Leaf, Cardamom, Cumin",4.7,MOON LIGHT,3.8,76,,,,,
282,Mancera,Red Tobacco,590,340,11267.6,120,EDP,Men,Woody,"Tobacco, Amber, Woody, Vetiver, Vanilla, White Musk","Patchouli Leaves, Jasmine",4.7,Faces,4.2,61,,,,,
283,Jean Paul GAULTIER,Scandal,622,350,11599,80,EDP,Women,Floral,"Sandalwood, Caramel, Beeswax, Patchouli","Honey, Peach, Orange Blossom, Jasmine, Gardenia",5,Faces,3.9,61,,,,,
284,Jimmy Choo,Man Ice,496,204.9,6790.386,100,EDT,Men,Woody,"Musk, moss, ambroxan","Vetiver, patchouli, Cedar, apple",4.4,Abu Al Tayyeb Perfumes,4.1,7,,,,,
285,HUGO BOSS,Deep Red,394,179.8,5958.572,90,EDP,Women,Oriental,"Sandalwood, Cedar, Vanilla, Musk","Freesia, Ginger, Ginger Flower, Hibiscus Seed, Freesia, Tuberose",3,noon,4.2,98.1K,,,,,
286,Calvin Klein,Escape,184,94.95,3146.643,100,EDP,Women,Oriental,"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver","Carnation, Rose, Peach, Lily of the Valley, Jasmine, Cloves",5,noon,4.2,98.1K,,,,,
287,DORALL COLLECTION,Dionysus,39,10.6,351.284,100,EDT,Men,Floral,"Aromatic, Cedar, Tonka Bean, Amber, Vetiver","Ozonic Tones With Geranium, Violet, Cool Eucalyptus, Crisp Green Apple",3,B.A.G,3.7,14.1K,,,,,
288,Genie,1029 Collection,43,17.8,589.892,40,EDP,Women,Fruity,"Amber, Musk, Mahogany","Magnolia, Lotus, Peony",4.8,Parisian Store,3.9,425,,,,,
289,Lancome,La Vie Est Belle,560,217,7191.38,75,EDP,Women,Vanilla,"Patchouli, Praline, Tonka Bean, Vanilla","Iris, Jasmine, Orange Tree Blossom",4.4,Al-Najm,3.7,347,,,,,
290,ANGEL SCHLESSER,Essential,219,83.7,2773.818,50,EDP,Women,Clean,"Sandalwood, Musk, Vetiver, Cedar","Peony, Violet, Freesia, Bulgarian Rose",4.3,AMLAQ,3.9,135,,,,,
291,VERSACE,Oud Noir,500,260,8616.4,100,EDP,Men,Woody,"Agarwood, Patchouli, Leather","Cardamom, Saffron, Olibanum",4.5,Lady Style,4.2,124,,,,,
292,Roberto Cavalli,cavalli,110,110,3645.4,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanilla",African Orange Flower,5,hadayiq baris,3.8,122,,,,,
293,CAROLINA HERRERA,212 VIP,566,258.7,8573.318,200,EDT,Men,Vanilla,"King Wood, Amber, Tonka Bean","Chilled Vodka, Hot Ginger, Slice Of Apple",4.4,Parvant Store,3.8,76,,,,,
294,CAROLINA HERRERA,Prive,425,140,4639.6,100,EDT,Men,Aromatic,"Leather, Benzoin, Tonka",Luxurious Notes of Whiskey,4.3,Perfume Ms,3.8,66,,,,,
295,ADOLFO DOMINGUEZ,Vetiver Hombre,456,110.25,3653.685,120,EDT,Men,Floral,"Amber, Cedar, Leather, Vetiver, Patchouli, Roots","Jasmine, Lily, Clove",1,Victoria,3.5,30,,,,,
296,Fendi,Furiosa,550,184.5,6114.33,100,EDP,Women,Floral,"Incense, Gaïac Wood, Amber","Jasmine Absolute, Violaciocca Flower, Gardenia",4.2,noon,4.2,98.1K,,,,,
297,jennifer lopez,Live,275,99.35,3292.459,100,EDP,Women,Fruity,"Caramel, Sandalwood, Tonka Bean, Vanilla","Peony, Red Currant Blossom, Violet",4.5,noon,4.2,98.1K,,,,,
298,Lattafa,Velvet Oud,85,56.75,1880.695,100,EDP,Unisex,Floral,"Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Cedar, Tobacco","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-of-the-valley, Rose, Brazilian Rosewood, Incense",4,noon,4.2,98.1K,,,,,
299,Guerlain,Habit Rouge,435,218.45,7239.433,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss, Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar, Rose",4.5,Star.perfume,3.5,537,,,,,
300,AVON,Rare Pearls,70.5,70.5,2336.37,50,EDP,Women,Floral,"Musk, Sandalwood, Patchouli","Plum, Honey, Pepper, Pearlescent Flower Accord (magnolia, Broom Flower)",3,top langri,3.7,347,,,,,
301,ROCHAS,Secret De Rochas,145,67,2220.38,100,EDP,Women,Fruity,"Oakmoss, Sandalwood, Civet, Cedar, Musk, Orris, Tonka Bean","Osmanthus, Jasmine",3,KOZMA,4.4,337,,,,,
302,jennifer lopez,Live Luxe,168,95,3148.3,100,EDP,Women,Fresh,Musk,"muguet petals, exotic amethyst freesia",5,neo lek,3.5,88,,,,,
303,Guerlain,Mon Florale,635,319,10571.66,100,EDP,Women,Floral,"Vanilla, Iris, Sandalwood","Floral Notes, Peony, Jasmine Sambac, Ylang-Ylang, Neroli, Peach, Lily-of-the-valley",4.8,Faces,3.9,61,,,,,
304,GUCCI,Guilty Intense,330,224,7423.36,90,EDT,Men,Floral,"Patchouli, Cedar, Amber","African Orange Flower, Neroli",4.4,flower,3.9,33,,,,,
305,PRADA,Milano Infusion D'iris,500,338,11201.32,100,EDP,Women,Woody,"Incense, Benzoin","Iris, Cedar, Vetiver",5,Shopping life,4.2,20,,,,,
306,Michael Kors,kors,419,273,9047.22,100,EDP,Women,Floral,"Musk, Cashmere Wood, Vetiver","Tuberose, Iris, Peony, Orris Root, Arum Lily",5,Beautiful Live,4.2,7,,,,,
307,Yves Saint Laurent,L'Homme,583,338.3,11211.262,100,EDP,Men,Woody,"Cedar, Benzoin, Suede Accord","Violet Leaf, Orange Blossom",5,noon,4.2,98.1K,,,,,
308,Ajmal,Teenz,134,74.85,2480.529,50,EDP,Women,Floral,"Floral, Fruity, Musk","Fruity, Musky",4.5,noon,4.2,98.1K,,,,,
309,TED LAPIDUS,Creation,162,162,5368.68,100,EDT,Women,Fruity,"Amber, Musk, Sandalwood, veti","Gardenia, Jasmine, Tuberose, Daffodil, Rose, Ylang-ylang",4.3,KAYA,4.3,4K,,,,,
310,BVLGARI,Goldea,615,200,6628,90,EDP,Women,Arabian,"Musk,Amber,Patchouli,Papyrus","Ylang-Ylang, Jasmine, Musk",4.5,Beuatyone1,3.9,347,,,,,
311,Revlon,Charlie Blue,44,34,1126.76,100,EDT,Women,Woody,"Sandalwood, Oakmoss","Jasmine, Muguet, Rose, Ylang-Ylang",4.2,Attractive perfume,3.5,244,,,,,
312,AZZARO,Chrome,203,143.7,4762.218,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood, Cardamom","Cyclamen, Coriander, Jasmine, Oakmoss",5,AMLAQ,3.9,135,,,,,
313,Calvin Klein,CK IN2U,267,82.2,2724.108,100,EDT,Men,Citrus,"Amber, Red Cader, Vanilla",Cacao Pod,5,AMLAQ,3.9,135,,,,,
314,GUCCI,Premiere,570,292.95,9708.363,75,EDP,Women,Floral,"Patchouli, Sandalwood","Orange Blossom, Musk",2,AMLAQ,3.9,135,,,,,
315,CHANEL,Allure Homme Sport EDT For,800,423,14018.22,100,EDP,Men,Citrus,"Tonka Bean, Cedar, Vetiver, White Musk, Pepper","Cedar,Neroli,Pepper",5,hadayiq baris,3.8,122,,,,,
316,BVLGARI,Aqva Marine Pour Homme,331,163.95,5433.303,100,EDT,Men,Citrus,"Cedar, Amber","Seaweed, Rosemary, Water Notes",4.8,hadayiq baris,3.8,122,,,,,
317,VERSACE,Dylan Blue,77,38,1259.32,5,EDT,Men,Arabian,"Musk, Tonka Bean, Incense, Saffron","Violet Leaves, Papyrus Wood , Patchouli, Black Pepper, Ambergris",4.2,neo lek,3.5,88,,,,,
318,Jacques Bogart,Silver Scent,140,55,1822.7,100,EDT,Men,Arabian,"Vetiver, Litchi, Tonka Bean, Teak Wood","Cardamom, Rosemary, Nutmeg, Lavender, Coriander, Geranium",4.5,Lady Style,3.6,88,,,,,
319,GIORGIO ARMANI,Si,620,232.9,7718.306,100,EDP,Women,Floral,"Patchouli, Woody, Amber, Orcanox, Vanilla","Rose de Mai, Neroli, Egyptian Jasmine, Freesia",5,Number One,4.2,98.1K,,,,,
320,AIGNER,Debut Night,433,172.8,5726.592,100,EDP,Women,Floral,"Cedar , Vanilla , Raspberry","Orange Blossom , Rose, Water Lily",5,Lolita Shop,4.3,4K,,,,,
321,BVLGARI,Omnia Crystalline,504,279,9246.06,65,EDT,Women,Woody,"Sandalwood, Benzoin, Musk","Lotus Flower, Orris Concrete, Heliotrope",5,KAYA,4.3,4K,,,,,
322,Lancome,Idôle ED,14.95,14.95,495.443,2,EDT,Women,Floral,"Vanilla, Amber, Musk, Patchouli","Jasmine, Geranium, Neroli, Ylang-Ylang",5,Princess of beauty,3.8,467,,,,,
323,Ard Al Zaafaran,Oud Sharqia,65,18.4,609.776,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,4.2,450,,,,,
324,PACO RABANNE,1 Million Lucky,514,267.15,8853.351,100,EDT,Men,Woody,"Oakmoss, Patchouli, Vetiver","Cashmere Wood, Cedar Wood, Hazelnut, Honey, Jasmine",4.5,AMLAQ,3.9,135,,,,,
325,VERSACE,Eros,645,369.7,12251.858,200,EDT,Men,Arabian,"Cedar, Oakmoss, Vanilla, Vetiver","Ambroxan, Geranium, Tonka Bean",4.9,AMLAQ,3.9,135,,,,,
326,Calvin Klein,Reveal,427,169,5600.66,100,EDP,Women,Floral,"Vetiver, Sandalwood, Cashmere Wood, Musk","Powdery Iris, Ambergris",4.4,Faces,3.6,61,,,,,
327,GUCCI,Bloom Nettare Di Fiori,516,318.8,10565.032,100,EDP,Women,Floral,"Patchouli, Musk, Osmanthus","Tuberose,Honeysuckle,Jasmine",5,perfumes--addresses,4.4,59,,,,,
328,LANVIN,Lanvin,139,113,3744.82,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla","Pepper, Mint, Sage, Cardamom",5,Chansles,3.9,33,,,,,
329,HUGO BOSS,Femme,415,139.35,4618.059,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.7,23,,,,,
330,Britney Spears,Fantasy,314,99,3280.86,100,EDP,Women,Floral,"Musk, Orris Root, Sensual Woods","Cupcake, Jasmine, White Chocolate Orchid",4.5,noon,4.2,98.1K,,,,,
331,ELIE SAAB,Royal,711,239.75,7945.315,90,EDP,Women,Floral,"Patchouli, Sandalwood, Amber, Vanilla","Turkish Rose Absolute, Bulgarian Rose Absolute, Lebanese Neroli",5,noon,4.2,98.1K,,,,,
332,GIORGIO ARMANI,Si Fiori,855,323.05,10705.877,100,EDP,Women,Floral,"Vanilla, White Musk","Neroli, Rose",5,Number One,4.2,98.1K,,,,,
333,CAROLINA HERRERA,212 Men Nyc,385,163.9,5431.646,100,EDT,Men,Woody,"Labdanum, Sandalwood, Musk, Guaiac Wood, Vetiver, Incense","Ginger, Gardenia, Violet, Sage",4.3,Beuatyone1,3.9,1.9K,,,,,
334,Kenzo,Jeu D'Amour L'elixir,447,195.45,6477.213,75,EDP,Women,Fruity,"Caramel, Patchouli, Rum, Sandalwood, Vanilla","Jasmine, Tuberose",4.6,Star.perfume,3.9,537,,,,,
335,HUGO BOSS,Hugo,395,115,3811.1,125,EDT,Men,Aromatic,"Cedar, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.7,135,,,,,
336,Calvin Klein,Euphoria Intense,99.95,99.95,3312.343,100,EDT,Men,Spicy,"Amber, Patchouli, Agarwood, Myrrh, Labdanun","Black Basil, Sage, Cedar, Vetiver",5,hadayiq baris,3.8,122,,,,,
337,MONTBLANC,Legend Spirit,342,140,4639.6,100,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",4.7,hadayiq baris,3.8,122,,,,,
338,Parfums De Marly,Pegasus,914,245,8119.3,125,EDT,Men,Citrus,"Ambergris, Musk","Iris, orange blossom",4.5,hadayiq baris,3.8,122,,,,,
339,PACO RABANNE,Invictus,601,279.1,9249.374,150,EDT,Men,Citrus,"Guaiac Wood, Patchouli","Ambregris Accord, Grapefruit Zests",5,Perfume Ports,3.6,111,,,,,
340,TRUSSARDI,Uomo,260,143.75,4763.875,100,EDT,Men,Floral,"Patchouli,Oakmoss,Leather","Geranium,Violet,Clary Sage",4.1,Parvant Store,3.8,76,,,,,
341,LOEWE,Esencia Pour Homme,514,177,5865.78,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar, Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium, Black Currant",5,Pinch Of Perfum,4.2,32,,,,,
342,MONTBLANC,Explorer,310,187.9,6227.006,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Patchouli, Cacao Pod","Vetiver, Leather",5,noon,4.2,98.1K,,,,,
343,Fendi,Furiosa,207,101.85,3375.309,50,EDP,Women,Floral,"Amber, Incense, Guaiac Wood","Jasmine, Violaciocca Flower, Gardenia",4.6,noon,4.2,98.1K,,,,,
344,GUCCI,Guilty Pour Homme,340,200.2,6634.628,90,EDT,Men,Floral,"Patchouli, Cedar",African Orange Flower,4.5,noon,4.2,98.1K,,,,,
345,MONTBLANC,Legend,342,108.5,3595.69,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oakmoss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,3.5,98,,,,,
346,Miu Miu,miu miu,515,249.95,8283.343,100,EDP,Women,Floral,Akigalawood,"Green Notes, Jasmine, Rose",5,noon,4.2,98.1K,,,,,
347,Givenchy,L'Interdit,446,228,7555.92,50,EDP,Women,Floral,"Vetiver, Patchouli, Ambroxan, Vanilla","Orange Blossom, Jasmine, Tuberose",5,Brand Land,43,4K,,,,,
348,Estee Lauder,White Linen,354,197.5,6545.15,60,EDP,Women,Oriental,"Vetiver, Sandalwood, Cedar, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-valley, Violet, Lilac, Orchid, Orris",4.6,Precious Store,4.1,319,,,,,
349,Estee Lauder,White Linen,214,214,7091.96,60,EDP,Women,Arabian,"Vetiver, Sandalwood, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-valley, Violet, Lilac, Orchid, Orris",5,Precious Store,4.1,319,,,,,
350,Calvin Klein,CK One,220,105,3479.7,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar, Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily Of The Valley, Rose",3.3,AMLAQ,3.9,135,,,,,
351,PACO RABANNE,Ultraviolet,281,148.65,4926.261,80,EDP,Women,Floral,"Vanilla, Orchid, Ambergris","Chinese Osmanthus, Indian Sambac Jasmine",4.8,AMLAQ,3.9,135,,,,,
352,Givenchy,Play Intense,438,259.9,8613.086,50,EDT,Men,Spicy,"Vetiver,Labdanum,Patchouli,Tonka Bean","Amyris,Pink Pepper,Coffee",4.4,Y,3.5,75,,,,,
353,BURBERRY,Brit Sheer,232,123.95,4107.703,100,EDT,Women,Fruity,"White Musk, Woody","Pink Peony, Peach Blossom, Nashi, Floral Accent",4.8,noon,4.2,98.1K,,,,,
354,ELIE SAAB,Girl Of Now,583,264.9,8778.786,90,EDP,Women,Floral,"Patchouli, Cashmeran, Tonka Bean, Almond Milk","Range Blossom, Magnolia, Almond",4,noon,4.2,98.1K,,,,,
355,JAGUAR,Jaguar,179,59.7,1978.458,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K,,,,,
356,DORALL COLLECTION,Eternally Hot,29,8,265.12,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,4.2,14.1K,,,,,
357,BOUCHERON,Place Vendome,187,187,6197.18,100,EDP,Women,Floral,"Cedar, White Musk","Iris, Rose, Jasmine",4.5,the beauty,4.1,538,,,,,
358,Guerlain,Habit Rouge,435,218.45,7239.433,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss, Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar, Rose",4.5,Star.perfume,3.9,537,,,,,
359,CHANEL,Gabrielle,1126,459,15211.26,100,EDP,Women,Floral,"Sandalwood, Musk","Tuberose, Ylang-ylang, Jasmine, Orange blossom",3.7,Al-Najm,3.7,347,,,,,
360,HUGO BOSS,Ma Vie,185,125,4142.5,75,EDP,Women,Floral,"Cedar, Woody","Pink Freesia, Jasmine, Rose",5,Rose Gallary,4.2,347,,,,,
361,Roberto Cavalli,Paradisio Azzuro,499,168,5567.52,75,EDP,Women,Floral,"Amber, Cashmere Wood, Cypress, Sandalwood, Vanilla","Apple, Jasmine, Peach, Rose, Tuberose, Water Notes",4.8,AMLAQ,3.9,135,,,,,
362,Dolce & Gabbana,The One,441,130.95,4339.683,100,EDT,Men,Spicy,"Amber, Moss, Musk, Vanilla, Vetiver","Genisteae, Jasmine, Lily, Lily Of The Valley, Orange Tree Blossom, Ylang-Ylang",4.5,Perfume Ms,3.6,111,,,,,
363,BENTLEY,Momentum Intense,226,144,4772.16,100,EDP,Men,Woody,"Amber, Sandalwood, White Musk","Geranium, Tonka Bean, Marine Ambergris",5,MOON LIGHT,3.9,61,,,,,
364,Guerlain,Mon Bloom Of Rose,586,272,9014.08,100,EDT,Women,Floral,"Neroli, Rose",Sambac Jasmine,4,Faces,3.9,61,,,,,
365,KORLOFF,In White,562,116,3844.24,88,EDT,Men,Citrus,"Cashmeran, Cedar, Musk, Tonka Bean","Lavender, African Orange Flower, Clary Sage",5,noon,4.2,98.1K,,,,,
366,TESORI D´ORIENTE,Orchidea della Cina,60,38.95,1290.803,100,EDT,Women,Floral,"Myrrh,Praline,Musk,Vanilla,Sandalwood","Orange Blossom,Tiare Flower,Jasmine,Orchid",4.3,noon,4.2,98.1K,,,,,
367,S.T.Dupont,Passenger,310,106.15,3517.811,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk, Sandalwood","Cyclamen, Rose, Gardenia, White Peach",4.9,noon,4.2,98.1K,,,,,
368,TRUSSARDI,Uomo,230,138.85,4601.489,100,EDT,Men,Spicy,"Leather, Moss, Patchouli","Clary Sage, Violet",5,noon100% Genuine Product,4.2,98.1K,,,,,
369,DORALL COLLECTION,DC Marine Noir,29,9.7,321.458,100,EDT,Men,Floral,"Incense, Amber, Cedar, Vetiver, Patchouli, Musk","Water, Sage, Rosemary",3.4,B.A.G,3.7,14.1K,,,,,
370,BURBERRY,Body,283,142,4705.88,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber, Vanilla","Iris, Rose, Sandalwood",5,King-Perfume,4.2,450,,,,,
371,Revlon,Charli Blue,44,44,1458.16,100,EDT,Women,Woody,"Sandalwood, Oakmoss, Musk","Jasmine, Muguet, Rose, Ylang-ylang",5,Attractive perfume,3.5,244,,,,,
372,HUGO BOSS,Hugo Man,269,99.5,3297.43,75,EDT,Men,Fresh,"Patchouli, Fir, Cedar","Carnation, Sage, Geranium, Jasmine",4.3,AMLAQ,3.9,135,,,,,
373,BENTLEY,Absolute,200,154,5103.56,100,EDP,Men,Woody,"Moss, Agarwood, Amber, Cedar","Olibanum, Papyrus, Sandalwood",5,Nawaem_perfumes,3.9,69,,,,,
374,BURBERRY,Burberry Body,499,164.35,5446.559,85,EDP,Women,Fruity,"Woody, Cashmeran, Vanilla, Amber, Musk","Natural Rose Absolute, Iris, Warm Sandalwood.",4.8,perfumes--addresses,3.9,59,,,,,
375,Calvin Klein,Reveal,264,149.4,4951.116,100,EDT,Men,Vanilla,"Vetiver, Vanilla, Amber","Agave Nectar, Kiwano",5,Alabeer,3.6,30,,,,,
376,AZZARO,Chrome,269,135,4473.9,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood, Cardamom","Rosemary, Pineapple, Neroli, Bergamot, Lemon",4,noon,4.2,98.1K,,,,,
377,Dunhill,Custom,330,89.85,2977.629,100,EDT,Men,Floral,"Cedar, Incense",Pepper,4.3,noon,4.2,98.1K,,,,,
378,DORALL COLLECTION,Super Cobra,29,8.8,291.632,100,EDT,Women,Floral,"Amber, Mousse Australian, Sandalwood, Vanilla","Orange, Blossom Peach, Raspberry Leaf",5,B.A.G,3.7,14.1K,,,,,
379,Lolita Lempicka,lolita,430,222.6,7376.964,100,EDP,Women,Vanilla,"Musk,Praline,Tonka Bean,Vanilla,Vetiver","Amaryllis,Cherry,Iris,Licorice,Orris Root",4.4,Star.perfume,3.9,537,,,,,
380,RALPH LAUREN,Polo Blue,465,327,10836.78,125,EDP,Men,Woody,Vetiver,Blue Orris Accord,4.7,top langri,3.9,347,,,,,
381,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,108.75,3603.975,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.5,319,,,,,
382,MINI COLLECTION,Eaudemoiselle No.1154,16,16,530.24,25,EDP,Unisex,Oriental,rose,cinnamon,4.9,original,3.9,235,,,,,
383,CHOPARD,Happy Spirit,269,148.95,4936.203,75,EDP,Women,Fruity,"Amber, Musk, Cashmere Wood","Honeysuckle, Osmanthus",5,AMLAQ,3.9,135,,,,,
384,Guerlain,Ideal,516,228.2,7562.548,100,EDT,Men,Woody,"Leather, Cedar, Vetiver","Almond, Tonka Bean",4,AMLAQ,3.9,135,,,,,
385,CHLOE,Chloe,428,188.85,6258.489,50,EDP,Women,Floral,"Amber, Cedar","Rose, Lily-of-the-valley, Caribbean Magnolia",5,hadayiq baris,3.8,122,,,,,
386,TED LAPIDUS,Lapidus Pour Homme,122,66,2187.24,100,EDT,Men,Woody,"Sandalwood, Tonka Bean, Amber, patchouli, Musk, Oakmoss, Cedar, Tobacco","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-of-the-valley, Rose, Brazilian Rosewood, Incense",5,Diorworld,3.5,75,,,,,
387,CAROLINA HERRERA,Bad Boy,652,204,6760.56,100,EDT,Men,Spicy,"Tonka Bean, Amber, Cacao","Cedar, Sage",5,The first fragrance,4.1,5,,,,,
388,VERSACE,Blue Jeans,170,109.25,3620.545,75,EDT,Men,Arabian,"Vanilla, Tonka Bean, Iris, Sandalwood, Musk, Amber, Vetiver, Cedar, Patchouli","Lavender, Rose, Carnation, Heliotrope, Jasmine, Geranium, Sage, Fir, Lily-of-the-valley",4.4,noon,4.2,98.1K,,,,,
389,BVLGARI,Extreme,441,203.8,6753.932,100,EDT,Men,Citrus,"Balsa Wood, Vetiver, Benzoin","White Freesia, Guatemalan Cardamom, Vegetal Amber",5,noon,4.2,98.1K,,,,,
